,crystal_descriptions,energy_substance_pa,magmom_pa,SYMM,Sm-18-coordinate,Fe-11-coordinate,Fe-8-coordinate,Fe-cuboctahedral,Fe-13-coordinate,Fe-body-centered cubic,Fe-10-coordinate,Sm-16-coordinate,Fe-14-coordinate,Fe-9-coordinate,Fe-12-coordinate,Sm-20-coordinate,Fe-15-coordinate,Sm-2-coordinate,Fe-2-coordinate,Sm-cuboctahedral,Fe-7-coordinate,Sm-6-coordinate,Fe-1-coordinate,Sm-14-coordinate,Sm-8-coordinate,Fe-6-coordinate,Sm-17-coordinate,Sm-10-coordinate,Sm-12-coordinate,Sm-11-coordinate,Sm-octahedral,Sm-3-coordinate,Fe-single-bond,Sm-4-coordinate,Fe-hexagonal planar,Fe-3-coordinate,Fe-16-coordinate,Sm-15-coordinate,Sm-7-coordinate,Sm-5-coordinate,Fe-q6,Fe-5-coordinate,Sm-19-coordinate,Sm-linear,Fe-bent 150 degrees,Sm-13-coordinate,Sm-1-coordinate,Fe-4-coordinate,Sm-9-coordinate,Fe-linear,Fe-17-coordinate,Sm-22-coordinate,Fe-18-coordinate,Sm-body-centered cubic,Sm-bent 150 degrees,Fe-20-coordinate,Fe-square co-planar,Fe-trigonal planar
1119,Sm1_18-coordinate_1.0|Fe1_body-centered cubic_0.5|Fe2_8-coordinate_1.0|Fe3_9-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_cuboctahedral_0.7|Fe6_13-coordinate_1.0|Fe7_10-coordinate_1.0,0.183846153846155,2.109154153846154,2.0,1.0,,1.0,0.7,1.0,0.5,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2146,Sm1_18-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_9-coordinate_1.0|Fe7_9-coordinate_1.0,0.1958461538461554,1.9003582307692304,2.0,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,Sm1_20-coordinate_1.0|Fe3_cuboctahedral_0.4|Fe1_14-coordinate_1.0|Fe2_cuboctahedral_0.7,0.0799230769230781,1.837340307692308,139.0,,,,0.7,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,Sm1_6-coordinate_1.0|Fe1_1-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_body-centered cubic_0.4|Fe5_8-coordinate_1.0|Fe6_13-coordinate_1.0,0.1766153846153862,2.106386307692308,2.0,,,1.0,,1.0,0.4,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2156,Sm1_16-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_body-centered cubic_0.4|Fe3_8-coordinate_1.0|Fe4_6-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_body-centered cubic_0.5|Fe8_10-coordinate_1.0|Fe9_14-coordinate_1.0|Fe10_body-centered cubic_0.5|Fe11_14-coordinate_1.0|Fe12_14-coordinate_1.0,0.1990000000000013,2.220900615384616,1.0,,1.0,1.0,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Sm1_18-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_cuboctahedral_0.8|Fe7_cuboctahedral_0.7,0.1818461538461552,2.120752153846154,2.0,1.0,1.0,,0.7,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2160,Sm1_14-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_13-coordinate_1.0|Fe4_body-centered cubic_0.4|Fe5_14-coordinate_1.0|Fe6_body-centered cubic_0.5,0.1474615384615396,2.021513846153846,2.0,,,1.0,,1.0,0.5,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162,Sm1_18-coordinate_1.0|Fe1_2-coordinate_1.0|Fe2_14-coordinate_1.0|Fe3_cuboctahedral_0.5|Fe4_cuboctahedral_0.6|Fe5_cuboctahedral_0.6|Fe6_cuboctahedral_0.7|Fe7_12-coordinate_1.0,0.1699230769230782,1.920227692307692,10.0,1.0,,,0.7,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Sm1_18-coordinate_1.0|Fe1_11-coordinate_1.0|Fe2_2-coordinate_1.0|Fe3_13-coordinate_1.0|Fe4_cuboctahedral_0.6|Fe5_cuboctahedral_0.7|Fe6_13-coordinate_1.0|Fe7_11-coordinate_1.0,0.1928461538461553,2.037161461538462,2.0,1.0,1.0,,0.7,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2166,Sm1_16-coordinate_1.0|Fe1_cuboctahedral_0.6|Fe2_cuboctahedral_0.5|Fe3_11-coordinate_1.0|Fe4_10-coordinate_1.0|Fe5_11-coordinate_1.0,0.1762307692307711,1.978703076923077,65.0,,1.0,,0.5,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,Sm1_16-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_9-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_12-coordinate_1.0|Fe7_12-coordinate_1.0|Fe8_11-coordinate_1.0|Fe9_13-coordinate_1.0|Fe10_10-coordinate_1.0|Fe11_10-coordinate_1.0|Fe12_12-coordinate_1.0,0.1831538461538472,2.064416307692308,8.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,Sm1_16-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_body-centered cubic_0.4|Fe5_body-centered cubic_0.4,0.1400000000000016,1.915908,12.0,,,1.0,,,0.4,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2186,Sm1_16-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_body-centered cubic_0.4|Fe4_9-coordinate_1.0|Fe5_8-coordinate_1.0,0.1260000000000015,1.8807175384615384,65.0,,,1.0,,,0.4,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2188,Sm1_16-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_body-centered cubic_0.4|Fe4_14-coordinate_1.0|Fe5_body-centered cubic_0.4,0.1186923076923092,1.7831483076923078,12.0,,,1.0,,,0.4,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,Sm1_18-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_cuboctahedral_0.7|Fe7_cuboctahedral_0.8,0.1813846153846167,2.0945953846153844,2.0,1.0,1.0,,0.8,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Sm1_16-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_14-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_body-centered cubic_0.4|Fe5_10-coordinate_1.0|Fe6_10-coordinate_1.0|Fe7_body-centered cubic_0.5|Fe8_11-coordinate_1.0|Fe9_body-centered cubic_0.5|Fe10_9-coordinate_1.0|Fe11_13-coordinate_1.0|Fe12_8-coordinate_1.0,0.1971538461538474,1.9478540769230768,6.0,,1.0,1.0,,1.0,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Sm1_18-coordinate_1.0|Fe1_11-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_13-coordinate_1.0|Fe4_cuboctahedral_0.6|Fe5_cuboctahedral_0.8|Fe6_11-coordinate_1.0|Fe7_13-coordinate_1.0,0.1972307692307708,1.9747188461538463,2.0,1.0,1.0,,0.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,Sm1_16-coordinate_1.0|Fe1_body-centered cubic_0.5|Fe2_14-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_body-centered cubic_0.5,0.1027692307692317,1.765852307692308,123.0,,,1.0,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,Sm1_20-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_cuboctahedral_0.7|Fe3_cuboctahedral_0.4|Fe4_15-coordinate_1.0,0.1982307692307701,1.8260064615384617,191.0,,,1.0,0.4,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,Sm1_20-coordinate_1.0|Fe1_14-coordinate_1.0|Fe3_cuboctahedral_0.4|Fe2_cuboctahedral_0.7,0.0700769230769242,1.9782193846153848,139.0,,,,0.7,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205,Sm1_18-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_6-coordinate_1.0|Fe5_10-coordinate_1.0|Fe6_8-coordinate_1.0|Fe7_13-coordinate_1.0,0.1833846153846165,1.9228564615384616,2.0,1.0,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Sm1_16-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_body-centered cubic_0.4|Fe5_12-coordinate_1.0,0.1183846153846165,1.776714230769231,12.0,,,1.0,,,0.4,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Sm1_20-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_cuboctahedral_0.7|Fe3_cuboctahedral_0.4|Fe4_15-coordinate_1.0,0.1695384615384632,2.1868947692307694,12.0,,,1.0,0.4,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Sm1_17-coordinate_1.0|Fe1_cuboctahedral_0.6|Fe2_cuboctahedral_0.6|Fe3_8-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_12-coordinate_1.0|Fe7_12-coordinate_1.0|Fe8_12-coordinate_1.0|Fe9_10-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_13-coordinate_1.0|Fe12_1-coordinate_1.0,0.1985384615384628,2.166146769230769,1.0,,,1.0,0.6,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218,Sm1_18-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_cuboctahedral_0.8|Fe7_cuboctahedral_0.7,0.1903846153846171,2.042766153846154,2.0,1.0,1.0,,0.7,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,Sm1_20-coordinate_1.0|Fe1_14-coordinate_1.0|Fe3_12-coordinate_1.0|Fe2_cuboctahedral_0.6,0.0793076923076938,1.91292,12.0,,,,0.6,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223,Sm1_20-coordinate_1.0|Fe1_8-coordinate_1.0|Fe1_14-coordinate_1.0|Fe2_cuboctahedral_0.6|Fe3_cuboctahedral_0.7|Fe2_cuboctahedral_0.6|Fe3_cuboctahedral_0.6|Fe4_15-coordinate_1.0|Fe5_12-coordinate_1.0|Fe5_12-coordinate_1.0,0.1651538461538476,2.1577318461538466,1.0,,,1.0,0.6,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Sm1_18-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_13-coordinate_1.0|Fe4_cuboctahedral_0.6|Fe5_cuboctahedral_0.7|Fe6_12-coordinate_1.0|Fe7_11-coordinate_1.0,0.1932307692307703,2.1229746923076926,2.0,1.0,1.0,,0.7,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,Sm1_cuboctahedral_0.8|Fe1_body-centered cubic_0.5|Fe2_13-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_13-coordinate_1.0|Fe5_body-centered cubic_0.5|Fe6_body-centered cubic_0.5,0.1773076923076939,2.13096,12.0,,,1.0,,1.0,0.5,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230,Sm1_16-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_body-centered cubic_0.4|Fe4_14-coordinate_1.0|Fe5_8-coordinate_1.0,0.119769230769232,1.773754769230769,12.0,,,1.0,,,0.4,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,Sm1_14-coordinate_1.0|Fe1_9-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_13-coordinate_1.0|Fe4_13-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_8-coordinate_1.0,0.1925384615384626,1.967942307692308,12.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235,Sm1_16-coordinate_1.0|Fe1_body-centered cubic_0.4|Fe2_14-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_body-centered cubic_0.4,0.1037692307692321,1.755518,69.0,,,1.0,,,0.4,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236,Sm1_14-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_13-coordinate_1.0|Fe3_body-centered cubic_0.5|Fe4_body-centered cubic_0.4|Fe5_body-centered cubic_0.5,0.1694615384615397,2.0177634615384616,2.0,,,1.0,,1.0,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,Sm1_16-coordinate_1.0|Fe1_14-coordinate_1.0|Fe2_body-centered cubic_0.5|Fe3_10-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_body-centered cubic_0.5,0.1008461538461554,1.7444526153846156,12.0,,,1.0,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2238,Sm1_16-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_body-centered cubic_0.4|Fe4_14-coordinate_1.0|Fe5_8-coordinate_1.0,0.1229230769230779,1.8766610769230767,123.0,,,1.0,,,0.4,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,Sm1_8-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_13-coordinate_1.0|Fe3_body-centered cubic_0.4|Fe4_8-coordinate_1.0|Fe5_body-centered cubic_0.4,0.1710769230769244,1.9883928461538465,10.0,,,1.0,,1.0,0.4,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,Sm1_18-coordinate_1.0|Fe1_14-coordinate_1.0|Fe2_14-coordinate_1.0|Fe3_cuboctahedral_0.5|Fe4_cuboctahedral_0.6|Fe5_cuboctahedral_0.8|Fe6_12-coordinate_1.0,0.1703846153846167,1.9088510769230769,47.0,1.0,,,0.8,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,Sm1_6-coordinate_1.0|Fe1_1-coordinate_1.0|Fe2_14-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_body-centered cubic_0.4|Fe5_8-coordinate_1.0|Fe6_10-coordinate_1.0,0.1742307692307703,2.1662825384615383,12.0,,,1.0,,,0.4,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Sm1_10-coordinate_1.0|Fe1_1-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_body-centered cubic_0.5|Fe4_8-coordinate_1.0|Fe5_1-coordinate_1.0|Fe6_8-coordinate_1.0|Fe7_body-centered cubic_0.5|Fe8_8-coordinate_1.0|Fe9_body-centered cubic_0.5|Fe10_body-centered cubic_0.5|Fe11_body-centered cubic_0.5|Fe12_body-centered cubic_0.5,0.1788461538461551,1.9881353846153849,1.0,,,1.0,,,0.5,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,Sm1_20-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_cuboctahedral_0.7|Fe3_cuboctahedral_0.4|Fe4_15-coordinate_1.0,0.1750000000000015,2.174068,12.0,,,1.0,0.4,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,Sm1_12-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_2-coordinate_1.0|Fe3_body-centered cubic_0.4|Fe4_body-centered cubic_0.4|Fe5_8-coordinate_1.0|Fe6_8-coordinate_1.0|Fe7_7-coordinate_1.0|Fe8_8-coordinate_1.0|Fe9_body-centered cubic_0.4|Fe10_8-coordinate_1.0|Fe11_13-coordinate_1.0|Fe12_1-coordinate_1.0,0.1907692307692321,2.166267461538462,2.0,,,1.0,,1.0,0.4,,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,Sm1_16-coordinate_1.0|Fe1_body-centered cubic_0.4|Fe2_12-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_body-centered cubic_0.4,0.1288461538461558,1.8253985384615383,12.0,,,1.0,,,0.4,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,Sm1_18-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_cuboctahedral_0.8|Fe7_cuboctahedral_0.7,0.1760000000000019,2.1502926923076924,2.0,1.0,1.0,,0.7,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,Sm1_11-coordinate_1.0|Fe1_body-centered cubic_0.5|Fe2_13-coordinate_1.0|Fe3_7-coordinate_1.0|Fe4_body-centered cubic_0.4|Fe5_body-centered cubic_0.4|Fe6_body-centered cubic_0.4|Fe7_body-centered cubic_0.5|Fe8_body-centered cubic_0.4|Fe9_body-centered cubic_0.4|Fe10_body-centered cubic_0.4|Fe11_1-coordinate_1.0|Fe12_11-coordinate_1.0,0.1878461538461555,2.149687230769231,1.0,,1.0,,,1.0,0.4,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Sm1_20-coordinate_1.0|Fe1_14-coordinate_1.0|Fe3_cuboctahedral_0.4|Fe2_cuboctahedral_0.7,0.074692307692309,2.0422295384615383,71.0,,,,0.7,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Sm1_8-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_9-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_body-centered cubic_0.4|Fe5_8-coordinate_1.0|Fe6_8-coordinate_1.0|Fe7_14-coordinate_1.0,0.1920000000000018,2.1399600000000003,47.0,,,1.0,,,0.4,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Sm1_18-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_9-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_13-coordinate_1.0|Fe5_10-coordinate_1.0|Fe6_12-coordinate_1.0,0.1775384615384631,2.0415544615384613,2.0,1.0,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,Sm1_16-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_10-coordinate_1.0|Fe7_cuboctahedral_0.4|Fe8_9-coordinate_1.0|Fe9_12-coordinate_1.0|Fe10_8-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_10-coordinate_1.0,0.1870000000000009,2.068926923076923,8.0,,1.0,1.0,0.4,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Sm1_18-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_cuboctahedral_0.7|Fe7_cuboctahedral_0.8,0.1884615384615397,2.069528615384616,2.0,1.0,1.0,,0.8,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Sm1_16-coordinate_1.0|Fe1_body-centered cubic_0.5|Fe2_body-centered cubic_0.5|Fe3_9-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_body-centered cubic_0.5,0.1093846153846173,1.7689538461538463,69.0,,,1.0,,,0.5,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,Sm1_20-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_cuboctahedral_0.7|Fe3_cuboctahedral_0.4|Fe4_15-coordinate_1.0,0.189076923076924,1.955507461538461,191.0,,,1.0,0.4,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Sm1_20-coordinate_1.0|Fe1_14-coordinate_1.0|Fe2_cuboctahedral_0.7|Fe3_cuboctahedral_0.7|Fe4_cuboctahedral_0.4|Fe5_15-coordinate_1.0,0.199307692307694,1.843557692307692,12.0,,,,0.4,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Sm1_18-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_9-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_cuboctahedral_0.4|Fe5_13-coordinate_1.0|Fe6_body-centered cubic_0.5|Fe7_10-coordinate_1.0,0.1706923076923094,1.959608307692308,10.0,1.0,,1.0,0.4,1.0,0.5,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Sm1_18-coordinate_1.0|Fe1_14-coordinate_1.0|Fe2_14-coordinate_1.0|Fe3_cuboctahedral_0.5|Fe4_cuboctahedral_0.6|Fe5_cuboctahedral_0.7|Fe6_12-coordinate_1.0,0.1766153846153862,1.8577434615384616,10.0,1.0,,,0.7,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,Sm1_18-coordinate_1.0|Fe1_9-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_cuboctahedral_0.5|Fe4_body-centered cubic_0.5|Fe5_13-coordinate_1.0|Fe6_12-coordinate_1.0|Fe7_cuboctahedral_0.4,0.1776153846153855,2.132611076923077,10.0,1.0,,1.0,0.4,1.0,0.5,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,Sm1_20-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_cuboctahedral_0.7|Fe3_cuboctahedral_0.4|Fe4_15-coordinate_1.0,0.1846923076923096,1.9721494615384616,191.0,,,1.0,0.4,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Sm1_18-coordinate_1.0|Fe1_2-coordinate_1.0|Fe2_14-coordinate_1.0|Fe3_cuboctahedral_0.5|Fe4_cuboctahedral_0.5|Fe5_cuboctahedral_0.4|Fe6_cuboctahedral_0.7|Fe7_12-coordinate_1.0,0.1606923076923087,2.204449153846154,2.0,1.0,,,0.7,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,Sm1_cuboctahedral_0.8|Fe1_body-centered cubic_0.5|Fe2_9-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_9-coordinate_1.0|Fe5_body-centered cubic_0.5|Fe6_body-centered cubic_0.5,0.1695384615384632,2.148306923076923,2.0,,,1.0,,,0.5,,,,1.0,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Sm1_12-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_10-coordinate_1.0|Fe6_8-coordinate_1.0|Fe7_8-coordinate_1.0|Fe8_14-coordinate_1.0|Fe9_8-coordinate_1.0|Fe10_8-coordinate_1.0|Fe11_8-coordinate_1.0|Fe12_14-coordinate_1.0,0.1897692307692317,1.9600646153846155,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2280,Sm1_20-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_cuboctahedral_0.7|Fe3_cuboctahedral_0.4|Fe4_15-coordinate_1.0,0.180307692307694,2.0512315384615385,191.0,,,1.0,0.4,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,Sm1_18-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_7-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_cuboctahedral_0.8|Fe7_cuboctahedral_0.7,0.1979230769230786,2.025387846153846,2.0,1.0,,,0.7,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Sm1_16-coordinate_1.0|Fe1_body-centered cubic_0.5|Fe2_14-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_body-centered cubic_0.5,0.1015384615384632,1.7405045384615387,139.0,,,1.0,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
